"STATION","DATE","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00131277","01-17","0.02","0.07","0.17","16.2","67","7","0","0.5","1.0","2.1","134","75","26","9","0","2","3","7","603","390","240","86","0.34","3.3","0.34","3.3"
"USC00131277","01-18","0.02","0.07","0.17","16.2","67","7","0","0.5","1.0","2.1","135","76","26","9","0","2","3","7","604","390","242","87","0.36","3.5","0.36","3.5"
"USC00131277","01-19","0.02","0.07","0.17","16.3","67","7","0","0.5","1.0","2.1","136","77","26","9","0","2","3","7","606","390","243","88","0.39","3.8","0.39","3.8"
"USC00131277","01-20","0.02","0.07","0.17","16.4","68","8","0","0.5","1.0","2.1","137","78","26","9","0","2","3","7","607","390","245","89","0.41","4.0","0.41","4.0"
"USC00131277","01-21","0.02","0.07","0.17","16.4","68","8","0","0.5","1.0","2.1","138","80","27","9","0","2","3","7","608","390","246","90","0.43","4.2","0.43","4.2"
"USC00131277","01-22","0.02","0.07","0.17","16.5","69","8","0","0.5","1.0","2.2","139","81","27","9","0","2","3","7","609","390","247","92","0.45","4.5","0.45","4.5"
"USC00131277","01-23","0.02","0.07","0.17","16.6","69","8","0","0.5","1.0","2.2","140","82","27","9","0","2","3","7","611","389","249","93","0.47","4.7","0.47","4.7"
"USC00131277","01-24","0.02","0.07","0.17","16.6","69","8","0","0.5","1.0","2.2","141","82","27","9","0","2","3","7","611","388","250","94","0.49","5.0","0.49","5.0"
"USC00131277","01-25","0.02","0.07","0.17","16.7","70","8","0","0.5","1.0","2.2","141","83","27","9","0","2","3","7","612","386","251","94","0.51","5.2","0.51","5.2"
"USC00131277","01-26","0.02","0.07","0.17","16.8","70","8","0","0.5","1.0","2.2","142","84","27","10","0","2","3","7","612","384","251","95","0.53","5.4","0.53","5.4"
"USC00131277","01-27","0.02","0.07","0.17","16.8","70","8","0","0.5","1.0","2.2","142","85","27","10","0","2","3","7","611","382","251","95","0.55","5.7","0.55","5.7"
"USC00131277","01-28","0.02","0.07","0.17","16.9","71","8","0","0.5","1.0","2.2","143","86","27","10","0","2","3","7","610","379","251","96","0.57","5.9","0.57","5.9"
"USC00131277","01-29","0.02","0.07","0.17","16.9","71","8","0","0.5","1.0","2.2","143","86","27","10","0","2","3","7","608","376","251","96","0.59","6.2","0.59","6.2"
"USC00131277","01-30","0.02","0.07","0.17","16.9","71","8","-5555","0.5","1.0","2.2","143","86","27","10","0","2","3","7","605","373","251","97","0.61","6.4","0.61","6.4"
"USC00131277","01-31","0.02","0.07","0.17","16.9","71","8","-5555","0.5","1.0","2.2","142","87","27","9","0","2","3","7","603","369","250","97","0.63","6.7","0.63","6.7"
"USC00132364","01-01","0.03","0.07","0.21","27.9","127","17","2","0.5","1.4","2.8","167","117","43","10","1","2","5","9","689","464","376","169","0.04","0.3","0.04","0.3"
"USC00132364","01-02","0.03","0.07","0.21","27.8","126","17","2","0.5","1.4","2.8","167","117","43","10","1","2","5","9","695","471","381","170","0.08","0.6","0.08","0.6"
"USC00132364","01-03","0.03","0.07","0.21","27.6","125","17","2","0.5","1.4","2.8","167","117","43","10","1","2","5","9","700","478","386","172","0.11","1.0","0.11","1.0"
"USC00132364","01-04","0.03","0.07","0.20","27.5","124","16","2","0.5","1.4","2.8","167","117","43","10","1","2","5","9","705","485","391","173","0.15","1.3","0.15","1.3"
"USC00132364","01-05","0.03","0.07","0.20","27.4","123","16","2","0.5","1.3","2.7","167","117","42","10","1","2","5","9","710","492","395","174","0.19","1.6","0.19","1.6"
"USC00132364","01-06","0.03","0.07","0.20","27.3","122","16","2","0.5","1.3","2.7","167","118","42","10","1","2","5","9","715","499","400","175","0.22","2.0","0.22","2.0"
"USC00132364","01-07","0.03","0.07","0.19","27.2","120","15","2","0.5","1.3","2.6","168","117","41","10","1","2","5","9","720","506","405","175","0.26","2.3","0.26","2.3"
"USC00132364","01-08","0.03","0.07","0.19","27.1","119","15","2","0.5","1.3","2.6","168","117","41","10","1","2","5","9","726","513","409","175","0.30","2.6","0.30","2.6"
"USC00132364","01-09","0.03","0.07","0.19","27.0","118","15","2","0.5","1.3","2.6","168","117","40","10","1","2","5","9","731","520","414","175","0.33","2.9","0.33","2.9"
"USC00132364","01-10","0.03","0.07","0.19","26.9","118","15","2","0.5","1.3","2.6","169","118","40","10","1","2","5","9","736","526","418","176","0.37","3.2","0.37","3.2"
"USC00132364","01-11","0.03","0.07","0.18","26.9","117","15","2","0.5","1.2","2.5","169","117","40","10","1","2","5","9","741","533","423","176","0.41","3.6","0.41","3.6"
"USC00132364","01-12","0.03","0.07","0.18","26.8","117","15","2","0.5","1.2","2.5","169","117","40","10","1","2","6","9","746","539","427","176","0.44","3.9","0.44","3.9"
"USC00132364","01-13","0.03","0.07","0.18","26.7","116","15","2","0.5","1.2","2.5","170","118","40","10","1","2","6","9","751","546","432","177","0.48","4.2","0.48","4.2"
"USC00132364","01-14","0.03","0.07","0.18","26.7","116","15","2","0.5","1.2","2.5","170","118","40","10","1","2","6","9","755","552","436","177","0.51","4.6","0.51","4.6"
"USC00132364","01-15","0.03","0.07","0.18","26.7","116","15","2","0.5","1.2","2.5","171","118","40","10","1","3","6","9","759","559","440","178","0.55","4.9","0.55","4.9"
"USC00132364","01-16","0.03","0.07","0.18","26.7","116","15","2","0.5","1.2","2.4","171","118","39","10","1","3","6","9","763","565","444","179","0.59","5.3","0.59","5.3"
"USC00132364","01-17","0.03","0.07","0.17","26.7","116","15","2","0.5","1.2","2.4","171","119","39","10","1","3","6","9","766","571","448","179","0.62","5.6","0.62","5.6"
"USC00132364","01-18","0.03","0.07","0.17","26.7","116","15","2","0.5","1.2","2.4","171","119","39","11","1","3","6","9","769","577","452","180","0.66","5.9","0.66","5.9"
"USC00132364","01-19","0.03","0.07","0.17","26.7","116","15","3","0.5","1.2","2.4","172","119","39","11","1","3","6","9","772","582","456","181","0.69","6.2","0.69","6.2"
"USC00132364","01-20","0.03","0.07","0.17","26.7","116","15","3","0.5","1.2","2.4","172","119","39","11","1","3","6","9","775","587","460","182","0.73","6.5","0.73","6.5"
"USC00132364","01-21","0.03","0.07","0.17","26.7","116","15","3","0.5","1.2","2.4","172","119","39","12","1","3","6","9","777","592","464","184","0.76","6.8","0.76","6.8"
"USC00132364","01-22","0.03","0.07","0.17","26.7","117","15","3","0.5","1.2","2.4","171","119","39","12","1","3","6","9","780","596","467","185","0.80","7.1","0.80","7.1"
"USC00132364","01-23","0.03","0.07","0.17","26.7","117","15","3","0.6","1.2","2.4","171","119","39","12","1","3","6","9","782","600","470","187","0.83","7.4","0.83","7.4"
"USC00132364","01-24","0.03","0.07","0.17","26.7","118","15","3","0.6","1.3","2.4","170","119","39","12","1","3","6","9","783","604","473","188","0.87","7.8","0.87","7.8"
"USC00132364","01-25","0.03","0.07","0.17","26.7","118","15","3","0.6","1.3","2.4","170","119","39","13","1","3","6","9","785","607","475","189","0.91","8.1","0.91","8.1"
"USC00132364","01-26","0.03","0.07","0.17","26.7","118","15","3","0.6","1.3","2.4","169","119","38","13","1","3","6","9","786","609","476","190","0.94","8.4","0.94","8.4"
"USC00132364","01-27","0.03","0.08","0.17","26.6","119","16","3","0.6","1.3","2.4","169","119","38","13","1","3","6","9","787","611","477","190","0.98","8.8","0.98","8.8"
"USC00132364","01-28","0.03","0.08","0.17","26.6","119","16","3","0.6","1.3","2.4","168","118","38","13","1","3","6","9","788","611","477","191","1.02","9.1","1.02","9.1"
"USC00132364","01-29","0.03","0.08","0.17","26.6","120","16","3","0.6","1.3","2.4","167","118","37","13","1","3","6","9","788","611","476","191","1.06","9.4","1.06","9.4"
"USC00132364","01-30","0.03","0.08","0.17","26.5","120","17","3","0.7","1.3","2.4","166","117","37","13","1","3","6","9","788","609","475","191","1.10","9.8","1.10","9.8"
"USC00132364","01-31","0.03","0.08","0.18","26.5","121","17","3","0.7","1.3","2.4","164","117","37","14","1","3","6","9","786","607","473","190","1.14","10.1","1.14","10.1"
"USC00139750","01-01","0.04","0.11","0.27","15.8","85","11","-5555","1.0","1.1","3.0","109","85","30","11","0","2","4","7","521","337","228","80","0.03","0.2","0.03","0.2"
"USC00139750","01-02","0.04","0.11","0.27","15.6","84","11","-5555","1.0","1.1","3.0","109","85","30","11","0","2","4","7","519","336","230","81","0.05","0.5","0.05","0.5"
"USC00139750","01-03","0.04","0.11","0.27","15.5","83","10","-5555","1.0","1.0","2.9","108","84","30","11","0","2","4","7","517","335","232","82","0.08","0.7","0.08","0.7"
"USC00139750","01-04","0.04","0.11","0.27","15.3","82","10","-5555","1.0","1.0","2.9","108","84","29","11","0","2","4","7","515","334","233","84","0.11","0.9","0.11","0.9"
"USC00139750","01-05","0.04","0.11","0.27","15.2","81","10","-5555","1.0","1.0","2.9","107","83","29","11","0","2","4","7","513","334","235","86","0.13","1.1","0.13","1.1"
"USC00139750","01-06","0.04","0.11","0.26","15.0","80","10","-5555","1.0","1.0","2.9","107","83","29","11","0","2","4","8","511","334","238","87","0.16","1.3","0.16","1.3"
"USC00139750","01-07","0.04","0.11","0.26","14.9","79","10","-5555","1.0","1.0","2.8","107","82","29","11","0","2","5","8","510","334","241","89","0.18","1.6","0.18","1.6"
"USC00139750","01-08","0.04","0.11","0.26","14.8","78","9","-5555","1.0","1.0","2.8","107","82","29","11","0","2","5","8","510","335","244","91","0.21","1.8","0.21","1.8"
"USC00139750","01-09","0.04","0.11","0.26","14.7","78","9","-5555","0.9","1.0","2.8","107","82","28","11","0","2","5","8","509","337","247","93","0.23","2.0","0.23","2.0"
"USC00139750","01-10","0.04","0.11","0.26","14.6","77","9","0","0.9","1.0","2.8","107","82","28","11","0","2","5","8","510","339","251","95","0.26","2.2","0.26","2.2"
"USC00139750","01-11","0.04","0.11","0.25","14.6","76","9","0","0.9","1.0","2.7","107","82","28","11","0","2","5","8","510","342","255","97","0.28","2.4","0.28","2.4"
"USC00139750","01-12","0.03","0.11","0.25","14.5","76","9","0","0.9","1.0","2.7","107","82","28","12","0","2","5","8","509","344","258","99","0.30","2.6","0.30","2.6"
"USC00139750","01-13","0.03","0.11","0.25","14.4","75","9","0","0.9","1.0","2.7","107","82","28","12","0","2","5","8","509","347","262","101","0.32","2.9","0.32","2.9"
"USC00139750","01-14","0.03","0.11","0.25","14.4","75","9","0","0.9","1.0","2.7","108","82","28","12","0","2","5","8","509","350","266","103","0.35","3.1","0.35","3.1"
"USC00139750","01-15","0.03","0.11","0.25","14.4","75","9","0","0.9","1.0","2.6","108","82","28","12","0","2","5","8","510","353","269","105","0.37","3.3","0.37","3.3"
"USC00139750","01-16","0.03","0.11","0.25","14.4","74","9","-5555","0.9","1.0","2.6","108","82","28","12","0","2","5","8","511","357","273","107","0.39","3.5","0.39","3.5"
"USC00139750","01-17","0.03","0.10","0.25","14.4","74","9","-5555","0.9","1.0","2.6","108","83","28","12","0","2","5","8","512","361","276","109","0.41","3.7","0.41","3.7"
"USC00139750","01-18","0.03","0.10","0.24","14.5","74","9","-5555","0.9","1.0","2.5","109","83","28","12","0","2","5","8","513","365","279","112","0.44","3.9","0.44","3.9"
"USC00139750","01-19","0.03","0.10","0.24","14.5","75","9","-5555","0.9","1.0","2.5","109","84","28","12","0","2","5","8","515","368","282","114","0.46","4.1","0.46","4.1"
"USC00139750","01-20","0.03","0.10","0.24","14.6","75","9","-5555","0.9","1.1","2.4","110","85","27","12","0","2","5","9","517","371","285","116","0.48","4.3","0.48","4.3"
"USC00139750","01-21","0.03","0.10","0.24","14.8","75","9","-5555","0.9","1.1","2.4","111","85","27","12","0","2","5","9","521","374","288","119","0.50","4.6","0.50","4.6"
"USC00139750","01-22","0.03","0.10","0.24","14.9","75","9","-5555","0.9","1.1","2.4","111","86","27","12","0","2","5","9","524","376","289","121","0.52","4.8","0.52","4.8"
"USC00139750","01-23","0.03","0.10","0.23","15.0","75","9","-5555","0.9","1.1","2.3","112","87","27","12","0","2","5","9","528","378","291","123","0.54","5.0","0.54","5.0"
"USC00139750","01-24","0.03","0.10","0.23","15.1","75","9","-5555","0.9","1.1","2.3","112","87","26","12","0","2","5","9","531","381","293","125","0.57","5.2","0.57","5.2"
"USC00139750","01-25","0.03","0.09","0.23","15.3","76","9","-5555","0.9","1.1","2.3","113","88","26","12","0","2","5","9","534","382","294","126","0.59","5.4","0.59","5.4"
"USC00139750","01-26","0.03","0.09","0.23","15.4","76","9","-5555","0.9","1.1","2.2","113","88","26","12","0","2","5","9","538","384","295","128","0.61","5.6","0.61","5.6"
"USC00139750","01-27","0.03","0.09","0.23","15.5","76","10","-5555","0.9","1.1","2.2","114","89","26","12","0","2","5","9","541","386","296","129","0.63","5.9","0.63","5.9"
"USC00139750","01-28","0.03","0.09","0.23","15.6","77","10","-5555","0.9","1.2","2.2","114","89","25","12","0","2","5","9","543","387","297","129","0.65","6.1","0.65","6.1"
"USC00139750","01-29","0.03","0.09","0.23","15.8","77","10","-5555","0.9","1.2","2.1","114","89","25","12","0","2","5","9","545","388","297","130","0.68","6.3","0.68","6.3"
"USC00139750","01-30","0.03","0.09","0.22","15.9","78","10","-5555","0.9","1.2","2.1","114","89","25","12","0","2","5","9","547","389","297","130","0.70","6.5","0.70","6.5"
"USC00139750","01-31","0.03","0.09","0.22","16.0","78","10","-5555","0.9","1.2","2.1","114","90","25","13","0","2","5","9","549","389","297","130","0.72","6.7","0.72","6.7"
"USW00094988","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.02",,"0.02",
"USW00094988","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.05",,"0.05",
"USW00094988","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.07",,"0.07",
"USW00094988","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.10",,"0.10",
"USW00094988","01-05",,,,,,,,,,,,,,,,,,,,,,,"0.12",,"0.12",
"USW00094988","01-06",,,,,,,,,,,,,,,,,,,,,,,"0.14",,"0.14",
"USW00094988","01-07",,,,,,,,,,,,,,,,,,,,,,,"0.16",,"0.16",
"USW00094988","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.19",,"0.19",
"USW00094988","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.21",,"0.21",
"USW00094988","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.23",,"0.23",
"USW00094988","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.25",,"0.25",
"USW00094988","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.27",,"0.27",
"USW00094988","01-13",,,,,,,,,,,,,,,,,,,,,,,"0.29",,"0.29",
"USW00094988","01-14",,,,,,,,,,,,,,,,,,,,,,,"0.32",,"0.32",
"USW00094988","01-15",,,,,,,,,,,,,,,,,,,,,,,"0.34",,"0.34",
"USW00094988","01-16",,,,,,,,,,,,,,,,,,,,,,,"0.37",,"0.37",
"USW00094988","01-17",,,,,,,,,,,,,,,,,,,,,,,"0.39",,"0.39",
"USW00094988","01-18",,,,,,,,,,,,,,,,,,,,,,,"0.42",,"0.42",
"USW00094988","01-19",,,,,,,,,,,,,,,,,,,,,,,"0.45",,"0.45",
"USW00094988","01-20",,,,,,,,,,,,,,,,,,,,,,,"0.48",,"0.48",
"USW00094988","01-21",,,,,,,,,,,,,,,,,,,,,,,"0.50",,"0.50",
"USW00094988","01-22",,,,,,,,,,,,,,,,,,,,,,,"0.53",,"0.53",
"USW00094988","01-23",,,,,,,,,,,,,,,,,,,,,,,"0.56",,"0.56",
"USW00094988","01-24",,,,,,,,,,,,,,,,,,,,,,,"0.59",,"0.59",
"USW00094988","01-25",,,,,,,,,,,,,,,,,,,,,,,"0.63",,"0.63",
"USW00094988","01-26",,,,,,,,,,,,,,,,,,,,,,,"0.67",,"0.67",
"USW00094988","01-27",,,,,,,,,,,,,,,,,,,,,,,"0.71",,"0.71",
"USW00094988","01-28",,,,,,,,,,,,,,,,,,,,,,,"0.74",,"0.74",
"USW00094988","01-29",,,,,,,,,,,,,,,,,,,,,,,"0.78",,"0.78",
"USW00094988","01-30",,,,,,,,,,,,,,,,,,,,,,,"0.82",,"0.82",
"USW00094988","01-31",,,,,,,,,,,,,,,,,,,,,,,"0.86",,"0.86",
"USC00131394","01-01","0.01","0.06","0.16","25.0","96","13","0","0.6","1.1","2.5","111","80","27","6","0","2","3","5","429","244","126","40","0.03","0.1","0.03","0.1"
"USC00131394","01-02","0.01","0.06","0.16","24.8","95","13","0","0.6","1.1","2.5","112","79","27","6","0","2","3","5","435","247","126","39","0.06","0.3","0.06","0.3"
"USC00131394","01-03","0.01","0.06","0.16","24.6","94","12","0","0.6","1.1","2.5","112","79","27","6","0","2","3","5","442","249","126","39","0.09","0.4","0.09","0.4"
"USC00131394","01-04","0.01","0.05","0.16","24.5","93","12","0","0.6","1.1","2.5","112","78","26","5","0","2","3","5","448","252","126","39","0.12","0.6","0.12","0.6"
"USC00131394","01-05","0.01","0.05","0.16","24.3","92","12","0","0.6","1.0","2.4","112","77","26","5","0","2","3","5","454","254","126","38","0.15","0.7","0.15","0.7"
"USC00131394","01-06","0.01","0.05","0.16","24.1","90","11","0","0.5","1.0","2.4","112","77","26","5","0","1","3","5","460","256","125","37","0.18","0.9","0.18","0.9"
"USC00131394","01-07","0.01","0.05","0.16","24.0","89","11","0","0.5","1.0","2.4","112","76","26","5","1","1","3","5","466","258","124","37","0.21","1.0","0.21","1.0"
"USC00131394","01-08","0.01","0.05","0.16","23.9","88","11","0","0.5","1.0","2.4","113","76","26","5","1","1","3","5","472","260","123","36","0.24","1.2","0.24","1.2"
"USC00131394","01-09","0.01","0.05","0.16","23.9","87","11","0","0.5","1.0","2.4","114","76","26","5","1","1","3","5","477","261","122","35","0.26","1.3","0.26","1.3"
"USC00131394","01-10","0.01","0.05","0.16","23.8","87","10","0","0.5","1.0","2.4","114","76","26","5","1","1","3","5","483","263","122","34","0.29","1.5","0.29","1.5"
"USC00131394","01-11","0.01","0.05","0.16","23.8","87","10","0","0.5","1.0","2.4","115","76","26","5","1","1","3","4","489","265","121","34","0.32","1.7","0.32","1.7"
"USC00131394","01-12","0.01","0.05","0.16","23.7","87","10","0","0.5","1.0","2.4","115","76","26","5","1","1","3","4","494","266","120","33","0.34","1.8","0.34","1.8"
"USC00131394","01-13","0.01","0.05","0.16","23.6","87","10","0","0.5","1.0","2.4","116","76","26","5","1","1","3","4","498","267","119","32","0.37","2.0","0.37","2.0"
"USC00131394","01-14","0.01","0.05","0.16","23.6","86","10","0","0.5","1.0","2.4","117","76","27","5","1","1","3","4","503","268","119","32","0.39","2.2","0.39","2.2"
"USC00131394","01-15","0.01","0.05","0.16","23.6","86","10","0","0.5","1.0","2.4","117","76","27","5","1","1","3","4","507","269","119","31","0.42","2.4","0.42","2.4"
"USC00131394","01-16","0.01","0.05","0.16","23.6","87","10","0","0.5","1.0","2.4","118","76","27","5","1","1","3","4","511","269","118","31","0.45","2.6","0.45","2.6"
"USC00131394","01-17","0.01","0.05","0.16","23.6","87","10","0","0.5","1.0","2.4","119","77","27","5","1","1","3","4","515","270","118","31","0.47","2.8","0.47","2.8"
"USC00131394","01-18","0.01","0.05","0.16","23.6","87","10","0","0.5","1.0","2.4","121","77","27","6","1","1","3","4","518","271","118","31","0.50","3.0","0.50","3.0"
"USC00131394","01-19","0.01","0.05","0.16","23.7","87","10","0","0.5","1.0","2.4","122","78","27","6","2","1","3","4","522","271","119","31","0.52","3.2","0.52","3.2"
"USC00131394","01-20","0.01","0.05","0.16","23.7","88","10","0","0.5","1.0","2.4","123","78","27","6","2","1","3","4","524","271","119","31","0.55","3.4","0.55","3.4"
"USC00131394","01-21","0.01","0.05","0.16","23.8","89","10","0","0.5","1.0","2.3","125","79","27","6","2","1","3","4","526","271","119","31","0.57","3.6","0.57","3.6"
"USC00131394","01-22","0.01","0.05","0.16","23.9","90","10","0","0.5","1.0","2.3","126","79","27","6","2","1","3","4","527","271","119","31","0.60","3.8","0.60","3.8"
"USC00131394","01-23","0.01","0.05","0.17","24.0","91","10","0","0.5","1.0","2.3","127","80","27","7","2","1","3","4","529","271","119","31","0.63","4.1","0.63","4.1"
"USC00131394","01-24","0.02","0.05","0.17","24.1","92","10","-5555","0.5","1.0","2.3","128","80","27","7","2","1","3","4","529","270","119","31","0.65","4.3","0.65","4.3"
"USC00131394","01-25","0.02","0.05","0.17","24.2","93","11","-5555","0.5","1.0","2.3","128","81","27","7","2","1","3","4","529","270","119","31","0.68","4.5","0.68","4.5"
"USC00131394","01-26","0.02","0.05","0.17","24.3","94","11","-5555","0.5","1.0","2.3","129","81","27","7","2","1","3","4","528","269","119","32","0.71","4.8","0.71","4.8"
"USC00131394","01-27","0.02","0.06","0.17","24.4","96","12","-5555","0.5","1.0","2.3","130","82","27","8","2","1","3","4","526","268","120","32","0.74","5.0","0.74","5.0"
"USC00131394","01-28","0.02","0.06","0.18","24.5","98","12","-5555","0.5","1.0","2.3","130","82","27","8","2","1","3","4","523","267","120","33","0.77","5.3","0.77","5.3"
"USC00131394","01-29","0.02","0.06","0.18","24.7","100","13","-5555","0.5","1.0","2.3","131","83","27","8","2","1","3","4","520","266","121","34","0.80","5.6","0.80","5.6"
"USC00131394","01-30","0.02","0.06","0.18","24.9","101","13","-5555","0.5","1.0","2.2","131","83","27","8","2","1","3","4","517","265","122","34","0.83","5.8","0.83","5.8"
"USC00131394","01-31","0.02","0.06","0.18","25.0","103","14","-5555","0.5","1.0","2.2","132","84","27","8","2","1","3","4","513","264","123","35","0.86","6.1","0.86","6.1"
"USC00138266","01-01","0.06","0.13","0.27","19.5","116","17","4","0.7","1.1","2.0","128","91","21","7","0","2","3","5","515","317","158","20","0.04","0.2","0.04","0.2"
"USC00138266","01-02","0.06","0.13","0.26","19.5","115","17","4","0.7","1.1","2.0","128","92","21","7","0","2","3","5","520","320","158","20","0.08","0.3","0.08","0.3"
"USC00138266","01-03","0.06","0.13","0.26","19.4","114","16","4","0.6","1.1","2.0","129","92","21","7","0","2","3","5","525","324","158","20","0.12","0.5","0.12","0.5"
"USC00138266","01-04","0.06","0.13","0.26","19.3","113","16","4","0.6","1.0","2.0","130","92","21","7","0","2","3","5","532","327","159","20","0.16","0.6","0.16","0.6"
"USC00138266","01-05","0.06","0.13","0.26","19.3","112","16","3","0.6","1.0","2.0","130","93","21","7","0","2","3","5","538","331","159","21","0.19","0.8","0.19","0.8"
"USC00138266","01-06","0.06","0.12","0.26","19.2","111","15","3","0.6","1.0","2.0","131","93","21","7","0","2","3","5","545","334","159","21","0.23","1.0","0.23","1.0"
"USC00138266","01-07","0.05","0.12","0.26","19.1","110","15","3","0.6","1.0","2.0","131","93","21","7","0","2","3","5","552","338","158","21","0.26","1.1","0.26","1.1"
"USC00138266","01-08","0.05","0.12","0.26","19.1","109","15","3","0.6","1.0","2.0","132","94","21","7","0","2","3","5","558","342","158","21","0.30","1.3","0.30","1.3"
"USC00138266","01-09","0.05","0.12","0.25","19.1","108","15","3","0.6","1.0","2.0","133","94","21","7","0","2","3","5","565","345","158","20","0.34","1.5","0.34","1.5"
"USC00138266","01-10","0.05","0.12","0.25","19.0","108","14","3","0.6","1.0","2.0","133","95","21","7","0","2","3","5","572","349","158","20","0.38","1.6","0.38","1.6"
"USC00138266","01-11","0.05","0.12","0.25","19.0","107","14","3","0.6","1.0","2.0","134","95","21","7","0","2","3","5","577","352","158","20","0.42","1.8","0.42","1.8"
"USC00138266","01-12","0.05","0.12","0.25","18.9","106","14","3","0.6","1.0","2.0","134","95","21","7","0","2","3","5","582","354","157","20","0.46","2.0","0.46","2.0"
"USC00138266","01-13","0.05","0.12","0.25","18.8","106","14","3","0.6","1.0","2.0","135","96","22","7","0","2","3","5","588","357","157","19","0.49","2.2","0.49","2.2"
"USC00138266","01-14","0.05","0.12","0.25","18.7","105","14","3","0.5","1.0","2.0","135","96","22","8","0","2","3","5","594","361","157","19","0.53","2.3","0.53","2.3"
"USC00138266","01-15","0.05","0.12","0.25","18.7","105","14","3","0.5","1.0","2.0","136","96","22","8","0","2","3","5","599","364","156","19","0.57","2.5","0.57","2.5"
"USC00138266","01-16","0.05","0.12","0.25","18.7","105","14","3","0.5","1.0","2.0","136","96","23","8","0","2","3","5","604","367","156","18","0.61","2.7","0.61","2.7"
"USC00138266","01-17","0.05","0.12","0.25","18.7","104","14","2","0.5","1.0","2.0","136","96","23","8","0","2","3","5","609","370","156","18","0.65","2.9","0.65","2.9"
"USC00138266","01-18","0.05","0.12","0.26","18.6","104","14","2","0.5","1.0","2.1","136","96","24","8","0","2","3","4","613","374","156","18","0.68","3.0","0.68","3.0"
"USC00138266","01-19","0.05","0.12","0.26","18.6","104","14","2","0.5","1.0","2.1","136","96","24","8","0","2","3","4","618","377","156","17","0.72","3.2","0.72","3.2"
"USC00138266","01-20","0.05","0.12","0.26","18.6","104","14","2","0.5","1.0","2.1","136","96","25","8","0","2","3","4","623","380","157","17","0.76","3.4","0.76","3.4"
"USC00138266","01-21","0.05","0.12","0.26","18.6","104","14","3","0.5","1.0","2.2","137","96","26","8","0","2","3","4","628","383","157","17","0.79","3.6","0.79","3.6"
"USC00138266","01-22","0.05","0.12","0.26","18.6","104","14","3","0.5","1.0","2.2","136","96","26","8","0","2","3","4","632","386","157","16","0.83","3.8","0.83","3.8"
"USC00138266","01-23","0.05","0.12","0.26","18.6","104","14","3","0.5","1.0","2.2","136","96","26","9","0","2","3","4","636","389","157","16","0.87","4.0","0.87","4.0"
"USC00138266","01-24","0.05","0.12","0.26","18.6","104","14","3","0.5","1.1","2.3","136","96","27","9","0","2","3","4","640","391","157","16","0.91","4.2","0.91","4.2"
"USC00138266","01-25","0.05","0.12","0.26","18.6","104","14","3","0.5","1.1","2.3","135","96","27","9","0","2","3","4","643","392","157","16","0.95","4.4","0.95","4.4"
"USC00138266","01-26","0.06","0.12","0.26","18.5","104","15","3","0.5","1.1","2.3","135","95","28","9","0","2","3","4","646","393","157","16","0.99","4.7","0.99","4.7"
"USC00138266","01-27","0.06","0.12","0.26","18.6","104","15","3","0.5","1.1","2.4","134","95","28","9","0","2","3","4","647","393","157","16","1.03","4.9","1.03","4.9"
"USC00138266","01-28","0.06","0.12","0.26","18.6","105","15","3","0.5","1.1","2.4","134","94","28","9","0","2","3","4","648","393","157","16","1.07","5.1","1.07","5.1"
"USC00138266","01-29","0.06","0.12","0.26","18.6","105","15","3","0.5","1.1","2.4","133","94","29","9","0","2","3","4","647","393","157","16","1.11","5.3","1.11","5.3"
"USC00138266","01-30","0.06","0.12","0.26","18.6","106","15","4","0.5","1.1","2.4","132","93","29","9","0","2","3","4","646","392","157","17","1.15","5.6","1.15","5.6"
"USC00138266","01-31","0.06","0.12","0.26","18.7","106","16","4","0.5","1.1","2.5","131","93","29","9","0","2","3","4","644","391","157","17","1.19","5.8","1.19","5.8"
"USC00134063","01-01","0.05","0.11","0.24","18.3","107","18","2","0.9","1.5","2.6","118","87","25","6","0","2","4","7","450","313","208","63","0.03","0.2","0.03","0.2"
