"STATION","DATE","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00135650","01-01","0.04","0.11","0.24","20.5","110","15","-5555","0.8","1.5","2.9","124","90","36","11","0","3","5","10","485","373","250","126","0.04","0.2","0.04","0.2"
"USC00135650","01-02","0.04","0.11","0.25","20.3","109","15","-5555","0.8","1.5","3.0","124","90","36","11","0","3","5","10","488","374","251","126","0.08","0.5","0.08","0.5"
"USC00135650","01-03","0.04","0.11","0.25","20.2","108","14","-5555","0.8","1.5","3.0","123","90","36","11","0","3","5","10","491","375","252","126","0.12","0.7","0.12","0.7"
"USC00135650","01-04","0.04","0.11","0.25","20.0","107","14","-5555","0.8","1.5","3.0","122","89","36","11","0","3","5","10","494","377","254","126","0.16","0.9","0.16","0.9"
"USC00135650","01-05","0.04","0.10","0.24","19.9","105","13","-5555","0.8","1.5","3.0","122","88","36","10","0","3","5","10","497","378","255","125","0.19","1.1","0.19","1.1"
"USC00135650","01-06","0.04","0.10","0.24","19.8","104","13","-5555","0.7","1.4","3.0","121","88","36","10","0","3","5","10","500","379","256","124","0.22","1.4","0.22","1.4"
"USC00135650","01-07","0.03","0.10","0.24","19.6","103","12","-5555","0.7","1.4","3.0","121","87","35","10","0","3","5","10","503","381","257","123","0.25","1.6","0.25","1.6"
"USC00135650","01-08","0.03","0.10","0.24","19.5","101","12","-5555","0.7","1.4","2.9","120","87","35","9","0","3","5","9","507","383","258","122","0.28","1.8","0.28","1.8"
"USC00135650","01-09","0.03","0.10","0.24","19.4","100","11","-5555","0.7","1.4","2.9","120","87","35","9","0","3","5","9","511","384","259","120","0.31","2.1","0.31","2.1"
"USC00135650","01-10","0.03","0.10","0.23","19.4","100","11","-5555","0.7","1.4","2.9","121","87","35","9","0","3","5","9","515","386","260","119","0.34","2.3","0.34","2.3"
"USC00135650","01-11","0.03","0.10","0.23","19.3","99","11","-5555","0.7","1.4","2.9","121","87","35","8","1","3","5","9","520","389","261","117","0.37","2.5","0.37","2.5"
"USC00135650","01-12","0.03","0.10","0.23","19.1","98","11","-5555","0.7","1.3","2.9","120","86","35","8","1","3","5","9","525","392","262","115","0.40","2.7","0.40","2.7"
"USC00135650","01-13","0.03","0.10","0.23","19.1","97","10","-5555","0.7","1.3","2.9","120","86","34","8","1","3","5","9","531","394","263","114","0.43","3.0","0.43","3.0"
"USC00135650","01-14","0.03","0.10","0.23","19.0","96","10","-5555","0.7","1.3","2.8","120","86","34","8","1","2","5","8","536","397","264","112","0.46","3.2","0.46","3.2"
"USC00135650","01-15","0.03","0.10","0.23","19.0","95","10","0","0.7","1.3","2.8","120","86","34","8","1","2","4","8","541","399","265","110","0.49","3.4","0.49","3.4"
"USC00135650","01-16","0.03","0.10","0.22","19.0","94","10","0","0.7","1.3","2.8","120","86","33","8","1","2","4","8","546","401","265","109","0.52","3.6","0.52","3.6"
"USC00135650","01-17","0.03","0.09","0.22","19.0","93","10","0","0.7","1.3","2.8","121","86","33","7","1","2","4","8","551","404","265","107","0.55","3.9","0.55","3.9"
"USC00135650","01-18","0.03","0.09","0.22","18.9","92","10","0","0.7","1.2","2.8","121","87","33","7","1","2","4","8","556","406","265","105","0.58","4.1","0.58","4.1"
"USC00135650","01-19","0.03","0.09","0.22","19.0","91","9","0","0.7","1.2","2.7","121","87","32","7","1","2","4","8","561","408","265","103","0.61","4.3","0.61","4.3"
"USC00135650","01-20","0.03","0.09","0.22","19.0","91","9","0","0.7","1.2","2.7","122","87","32","7","1","2","4","7","567","410","265","101","0.63","4.5","0.63","4.5"
"USC00135650","01-21","0.03","0.09","0.21","19.1","91","10","0","0.7","1.2","2.7","122","88","32","7","1","2","4","7","572","412","265","100","0.66","4.7","0.66","4.7"
"USC00135650","01-22","0.03","0.09","0.21","19.2","91","10","0","0.7","1.2","2.7","123","88","32","7","1","2","4","7","578","414","264","98","0.69","4.9","0.69","4.9"
"USC00135650","01-23","0.03","0.09","0.21","19.3","90","10","0","0.7","1.2","2.7","123","88","31","7","1","2","4","7","582","415","263","97","0.71","5.1","0.71","5.1"
"USC00135650","01-24","0.03","0.09","0.21","19.3","90","10","-5555","0.7","1.1","2.7","123","88","31","7","1","2","4","7","585","415","262","95","0.74","5.3","0.74","5.3"
"USC00135650","01-25","0.03","0.08","0.21","19.4","90","10","-5555","0.7","1.1","2.6","124","89","30","6","1","2","4","7","588","414","260","94","0.77","5.5","0.77","5.5"
"USC00135650","01-26","0.03","0.08","0.21","19.5","90","10","-5555","0.7","1.1","2.6","124","89","30","6","1","2","4","7","590","413","258","93","0.80","5.8","0.80","5.8"
"USC00135650","01-27","0.03","0.08","0.21","19.6","90","11","-5555","0.7","1.1","2.6","123","88","30","6","1","2","4","6","591","412","256","92","0.83","6.0","0.83","6.0"
"USC00135650","01-28","0.03","0.08","0.21","19.7","91","11","-5555","0.7","1.1","2.6","123","88","29","6","1","2","4","6","591","410","254","91","0.85","6.2","0.85","6.2"
"USC00135650","01-29","0.03","0.08","0.21","19.7","91","12","-5555","0.7","1.1","2.6","123","88","29","6","1","2","4","6","590","407","252","90","0.88","6.4","0.88","6.4"
"USC00135650","01-30","0.03","0.08","0.21","19.8","91","12","-5555","0.7","1.1","2.6","123","88","29","6","1","2","4","6","589","405","250","90","0.91","6.7","0.91","6.7"
"USC00135650","01-31","0.03","0.08","0.21","19.9","91","12","-5555","0.7","1.1","2.6","123","88","29","6","1","2","4","6","588","402","248","89","0.94","6.9","0.94","6.9"
"USC00134561","01-01","0.04","0.09","0.19","15.1","73","11","3","1.0","1.4","2.5","128","100","31","13","2",,,,,,,,"0.02","0.2","0.02","0.2"
"USC00134561","01-02","0.04","0.09","0.19","15.0","72","11","3","1.0","1.4","2.5","128","100","30","13","2",,,,,,,,"0.05","0.5","0.05","0.5"
"USC00134561","01-03","0.04","0.09","0.19","15.0","71","11","3","1.0","1.4","2.5","127","99","30","13","2",,,,,,,,"0.07","0.7","0.07","0.7"
"USC00134561","01-04","0.04","0.09","0.18","14.9","70","11","3","1.0","1.3","2.4","127","99","29","13","2",,,,,,,,"0.09","1.0","0.09","1.0"
"USC00134561","01-05","0.04","0.09","0.18","14.9","69","11","3","1.0","1.3","2.4","126","99","29","13","2",,,,,,,,"0.11","1.2","0.11","1.2"
"USC00134561","01-06","0.04","0.09","0.18","14.9","68","10","3","1.0","1.3","2.4","126","99","28","13","2",,,,,,,,"0.14","1.4","0.14","1.4"
"USC00134561","01-07","0.04","0.08","0.17","14.8","67","10","3","0.9","1.3","2.3","126","98","28","13","2",,,,,,,,"0.16","1.6","0.16","1.6"
"USC00134561","01-08","0.04","0.08","0.17","14.8","66","10","3","0.9","1.2","2.3","126","98","28","13","2",,,,,,,,"0.19","1.9","0.19","1.9"
"USC00134561","01-09","0.04","0.08","0.17","14.8","66","10","3","0.9","1.2","2.3","127","98","27","13","2",,,,,,,,"0.21","2.1","0.21","2.1"
"USC00134561","01-10","0.04","0.08","0.16","14.8","65","10","3","0.9","1.2","2.2","127","98","27","13","2",,,,,,,,"0.23","2.3","0.23","2.3"
"USC00134561","01-11","0.04","0.08","0.16","14.8","65","10","3","0.9","1.2","2.2","127","98","27","13","2",,,,,,,,"0.26","2.5","0.26","2.5"
"USC00134561","01-12","0.04","0.08","0.16","14.9","64","10","3","0.9","1.2","2.1","127","98","26","13","2",,,,,,,,"0.28","2.7","0.28","2.7"
"USC00134561","01-13","0.04","0.08","0.15","14.9","63","10","3","0.9","1.2","2.1","127","98","26","13","2",,,,,,,,"0.31","2.9","0.31","2.9"
"USC00134561","01-14","0.04","0.08","0.15","14.9","63","10","3","0.9","1.2","2.1","128","98","26","13","2",,,,,,,,"0.33","3.1","0.33","3.1"
"USC00134561","01-15","0.04","0.07","0.15","15.0","62","10","3","0.8","1.2","2.1","128","98","26","13","2",,,,,,,,"0.36","3.3","0.36","3.3"
"USC00134561","01-16","0.04","0.07","0.15","15.1","62","10","3","0.8","1.1","2.1","129","99","26","13","2",,,,,,,,"0.38","3.5","0.38","3.5"
"USC00134561","01-17","0.03","0.07","0.14","15.2","61","10","3","0.8","1.1","2.1","129","99","26","13","2",,,,,,,,"0.41","3.7","0.41","3.7"
"USC00134561","01-18","0.03","0.07","0.14","15.3","61","10","3","0.8","1.1","2.0","130","99","26","13","2",,,,,,,,"0.43","3.9","0.43","3.9"
"USC00134561","01-19","0.03","0.07","0.14","15.4","61","10","3","0.8","1.1","2.0","131","99","26","13","2",,,,,,,,"0.45","4.1","0.45","4.1"
"USC00134561","01-20","0.03","0.07","0.14","15.6","61","10","3","0.8","1.0","2.0","132","100","26","13","2",,,,,,,,"0.48","4.3","0.48","4.3"
"USC00134561","01-21","0.03","0.07","0.14","15.7","61","10","3","0.7","1.0","2.0","133","100","26","13","2",,,,,,,,"0.50","4.5","0.50","4.5"
"USC00134561","01-22","0.03","0.07","0.13","15.9","61","10","2","0.7","1.0","2.0","134","101","27","13","2",,,,,,,,"0.53","4.8","0.53","4.8"
"USC00134561","01-23","0.03","0.06","0.13","16.0","61","10","2","0.7","1.0","2.0","135","102","27","12","2",,,,,,,,"0.55","5.0","0.55","5.0"
"USC00134561","01-24","0.03","0.06","0.13","16.1","61","10","2","0.7","1.0","2.0","136","102","27","12","2",,,,,,,,"0.58","5.2","0.58","5.2"
"USC00134561","01-25","0.03","0.06","0.13","16.3","61","10","2","0.7","1.0","2.0","137","103","27","12","2",,,,,,,,"0.60","5.5","0.60","5.5"
"USC00134561","01-26","0.03","0.06","0.13","16.3","61","9","2","0.7","1.0","2.0","138","103","27","12","2",,,,,,,,"0.62","5.7","0.62","5.7"
"USC00134561","01-27","0.03","0.06","0.13","16.4","61","9","2","0.7","1.0","2.0","138","103","28","12","2",,,,,,,,"0.65","5.9","0.65","5.9"
"USC00134561","01-28","0.03","0.06","0.13","16.5","62","9","2","0.7","1.0","2.0","138","103","28","12","2",,,,,,,,"0.67","6.1","0.67","6.1"
"USC00134561","01-29","0.03","0.06","0.14","16.5","62","9","2","0.7","1.0","2.0","139","104","28","12","2",,,,,,,,"0.69","6.3","0.69","6.3"
"USC00134561","01-30","0.03","0.06","0.14","16.6","62","9","2","0.7","1.0","2.0","139","104","28","11","2",,,,,,,,"0.72","6.6","0.72","6.6"
"USC00134561","01-31","0.03","0.06","0.14","16.6","62","9","1","0.7","1.0","2.0","140","104","28","11","2",,,,,,,,"0.74","6.8","0.74","6.8"
"USC00133473","01-01","0.03","0.09","0.20","24.3","115","13","-5555","0.3","1.0","2.5","161","90","34","10","0","3","5","7","516","387","273","84","0.04","0.2","0.04","0.2"
"USC00133473","01-02","0.03","0.09","0.20","24.1","113","13","-5555","0.3","1.0","2.5","160","89","34","10","0","3","5","7","523","391","274","83","0.07","0.5","0.07","0.5"
"USC00133473","01-03","0.03","0.09","0.20","23.9","112","12","-5555","0.3","1.0","2.5","160","89","34","10","0","3","5","7","529","394","275","81","0.10","0.7","0.10","0.7"
"USC00133473","01-04","0.03","0.09","0.20","23.7","111","12","-5555","0.3","1.0","2.4","160","89","34","9","0","3","5","7","534","396","276","79","0.14","0.9","0.14","0.9"
"USC00133473","01-05","0.03","0.09","0.20","23.5","109","11","-5555","0.3","1.0","2.4","160","89","34","9","0","3","5","7","540","398","276","77","0.17","1.1","0.17","1.1"
"USC00133473","01-06","0.03","0.09","0.20","23.4","108","11","-5555","0.3","1.0","2.4","160","88","34","9","0","2","5","7","546","400","275","75","0.20","1.4","0.20","1.4"
"USC00133473","01-07","0.03","0.08","0.20","23.2","106","10","-5555","0.3","1.0","2.4","160","88","34","9","0","2","5","7","552","402","274","73","0.23","1.6","0.23","1.6"
"USC00133473","01-08","0.03","0.08","0.20","23.1","105","10","-5555","0.3","1.0","2.3","161","88","33","8","0","2","5","7","558","404","273","71","0.26","1.8","0.26","1.8"
"USC00133473","01-09","0.03","0.08","0.20","22.9","104","10","-5555","0.3","1.0","2.3","161","89","33","8","0","2","5","7","564","406","272","69","0.29","2.1","0.29","2.1"
"USC00133473","01-10","0.03","0.08","0.20","22.9","103","10","-5555","0.3","1.0","2.3","163","89","33","8","0","2","4","7","570","408","270","68","0.33","2.3","0.33","2.3"
"USC00133473","01-11","0.03","0.08","0.20","22.8","102","10","-5555","0.3","1.0","2.2","164","89","33","7","1","2","4","7","575","409","269","66","0.36","2.5","0.36","2.5"
"USC00133473","01-12","0.03","0.08","0.20","22.7","102","10","-5555","0.3","1.0","2.2","164","89","33","7","1","2","4","7","581","410","266","65","0.38","2.8","0.38","2.8"
"USC00133473","01-13","0.03","0.08","0.20","22.6","101","10","-5555","0.3","1.0","2.2","166","89","33","7","1","2","4","6","586","411","264","64","0.41","3.0","0.41","3.0"
"USC00133473","01-14","0.03","0.08","0.20","22.5","101","10","-5555","0.3","1.0","2.1","167","89","33","7","1","2","4","6","591","413","262","64","0.44","3.3","0.44","3.3"
"USC00133473","01-15","0.03","0.08","0.20","22.5","101","10","-5555","0.3","1.0","2.1","168","89","33","6","1","2","4","6","597","415","261","64","0.47","3.5","0.47","3.5"
"USC00133473","01-16","0.03","0.08","0.20","22.5","101","10","-5555","0.3","1.0","2.1","169","90","32","6","1","2","4","6","602","417","261","64","0.50","3.8","0.50","3.8"
"USC00133473","01-17","0.03","0.08","0.20","22.5","101","10","-5555","0.3","1.0","2.0","170","90","32","6","1","2","4","6","607","420","261","64","0.53","4.0","0.53","4.0"
"USC00133473","01-18","0.03","0.08","0.20","22.5","101","10","-5555","0.3","1.0","2.0","171","90","32","6","1","2","4","6","612","422","261","64","0.56","4.2","0.56","4.2"
"USC00133473","01-19","0.03","0.08","0.20","22.6","101","10","-5555","0.3","1.0","2.0","172","90","32","6","1","2","4","6","617","425","261","64","0.59","4.5","0.59","4.5"
"USC00133473","01-20","0.03","0.08","0.20","22.7","102","10","-5555","0.3","1.0","2.0","174","91","32","6","1","2","4","6","621","427","262","64","0.62","4.7","0.62","4.7"
"USC00133473","01-21","0.03","0.08","0.20","22.7","102","11","-5555","0.3","1.0","2.0","175","91","32","6","1","2","4","6","625","429","262","64","0.65","5.0","0.65","5.0"
"USC00133473","01-22","0.03","0.08","0.20","22.8","103","11","-5555","0.3","1.0","2.0","176","92","32","6","1","2","4","6","629","431","263","65","0.68","5.2","0.68","5.2"
"USC00133473","01-23","0.03","0.08","0.20","22.9","104","12","-5555","0.3","1.0","1.9","177","92","31","6","1","2","4","6","633","433","263","66","0.71","5.4","0.71","5.4"
"USC00133473","01-24","0.03","0.08","0.21","23.0","104","12","-5555","0.3","1.0","1.9","178","92","31","6","1","2","4","6","636","434","263","67","0.75","5.7","0.75","5.7"
"USC00133473","01-25","0.03","0.08","0.21","23.1","105","13","-5555","0.3","1.0","1.9","179","93","31","7","1","2","4","6","639","435","263","68","0.78","6.0","0.78","6.0"
"USC00133473","01-26","0.03","0.08","0.21","23.2","106","14","-5555","0.3","1.0","1.9","179","93","31","7","1","2","4","6","640","437","264","69","0.81","6.2","0.81","6.2"
"USC00133473","01-27","0.03","0.08","0.21","23.3","107","15","-5555","0.3","1.0","1.9","179","93","31","7","1","2","4","6","641","438","264","70","0.85","6.5","0.85","6.5"
"USC00133473","01-28","0.03","0.08","0.21","23.4","108","15","-5555","0.3","1.0","1.9","179","92","31","7","1","2","4","6","641","438","264","72","0.88","6.8","0.88","6.8"
"USC00133473","01-29","0.03","0.08","0.21","23.5","109","16","-5555","0.3","1.0","1.9","179","92","31","7","1","2","4","6","639","439","264","74","0.92","7.0","0.92","7.0"
"USC00133473","01-30","0.03","0.08","0.21","23.6","110","17","-5555","0.3","1.0","1.9","180","92","31","7","1","2","4","6","638","440","264","75","0.95","7.3","0.95","7.3"
"USC00133473","01-31","0.03","0.08","0.22","23.7","111","18","-5555","0.3","1.0","1.9","179","92","30","7","1","2","4","6","636","440","264","77","0.99","7.6","0.99","7.6"
"USC00136103","01-01","0.04","0.09","0.22","20.6","98","16","-5555","0.5","1.0","2.5","171","99","34","8","1","2","5","10","763","499","371","233","0.04","0.2","0.04","0.2"
"USC00136103","01-02","0.04","0.09","0.22","20.6","97","16","-5555","0.5","1.0","2.6","171","99","35","8","1","2","5","10","771","510","382","242","0.07","0.5","0.07","0.5"
"USC00136103","01-03","0.04","0.09","0.22","20.5","96","16","-5555","0.5","1.0","2.6","171","99","35","8","1","2","5","11","779","521","393","251","0.10","0.7","0.10","0.7"
"USC00136103","01-04","0.04","0.09","0.22","20.5","95","15","-5555","0.5","1.0","2.6","171","99","36","8","1","2","5","11","786","532","405","259","0.14","1.0","0.14","1.0"
"USC00136103","01-05","0.04","0.09","0.22","20.4","94","15","-5555","0.5","1.0","2.6","171","99","36","8","1","2","5","11","793","543","416","268","0.17","1.2","0.17","1.2"
"USC00136103","01-06","0.04","0.09","0.21","20.4","93","15","-5555","0.5","1.0","2.6","171","99","37","8","1","2","5","11","800","554","428","276","0.20","1.4","0.20","1.4"
"USC00136103","01-07","0.04","0.08","0.21","20.4","92","14","-5555","0.5","1.0","2.6","171","99","38","8","1","2","5","11","807","565","439","284","0.23","1.7","0.23","1.7"
"USC00136103","01-08","0.04","0.08","0.21","20.3","92","14","-5555","0.5","1.0","2.7","172","100","38","8","1","2","5","12","813","576","450","292","0.26","1.9","0.26","1.9"
"USC00136103","01-09","0.04","0.08","0.21","20.3","91","14","-5555","0.5","1.0","2.7","172","100","39","8","1","3","6","12","818","587","461","300","0.29","2.2","0.29","2.2"
"USC00136103","01-10","0.04","0.08","0.21","20.2","90","13","-5555","0.5","1.0","2.7","172","101","40","8","1","3","6","12","824","598","472","307","0.32","2.4","0.32","2.4"
"USC00136103","01-11","0.04","0.08","0.20","20.2","90","13","-5555","0.5","1.0","2.7","173","101","40","8","1","3","6","12","831","610","484","316","0.35","2.6","0.35","2.6"
"USC00136103","01-12","0.04","0.08","0.20","20.2","89","13","-5555","0.5","1.0","2.7","174","101","41","8","1","3","6","12","838","622","497","324","0.38","2.9","0.38","2.9"
"USC00136103","01-13","0.04","0.08","0.20","20.2","89","13","-5555","0.5","1.0","2.8","174","102","42","8","1","3","6","12","845","634","509","332","0.40","3.2","0.40","3.2"
"USC00136103","01-14","0.04","0.08","0.20","20.2","89","13","-5555","0.5","1.0","2.8","175","102","42","8","1","3","6","12","851","646","521","340","0.43","3.5","0.43","3.5"
"USC00136103","01-15","0.04","0.08","0.20","20.2","89","13","-5555","0.5","1.0","2.8","175","102","43","9","1","3","7","12","857","657","533","347","0.46","3.8","0.46","3.8"
"USC00136103","01-16","0.04","0.08","0.20","20.2","88","12","-5555","0.5","1.0","2.8","176","102","43","8","1","3","7","13","863","668","544","354","0.48","4.1","0.48","4.1"
"USC00136103","01-17","0.04","0.08","0.20","20.2","88","12","-5555","0.5","1.0","2.8","176","102","44","9","1","3","7","13","868","679","556","362","0.51","4.4","0.51","4.4"
"USC00136103","01-18","0.04","0.08","0.20","20.2","88","12","-5555","0.5","1.0","2.8","176","102","44","9","1","3","7","13","873","689","566","369","0.54","4.8","0.54","4.8"
"USC00136103","01-19","0.04","0.08","0.20","20.2","88","12","-5555","0.5","1.0","2.9","176","102","44","9","1","3","7","13","878","699","577","376","0.57","5.1","0.57","5.1"
"USC00136103","01-20","0.04","0.08","0.20","20.2","89","12","-5555","0.5","1.0","2.9","177","102","45","9","1","3","8","13","882","709","587","383","0.60","5.5","0.60","5.5"
"USC00136103","01-21","0.04","0.08","0.20","20.2","89","12","-5555","0.5","1.0","2.9","177","102","45","9","1","3","8","13","886","718","597","390","0.62","5.8","0.62","5.8"
"USC00136103","01-22","0.04","0.08","0.20","20.2","89","12","0","0.5","1.0","2.9","176","102","45","9","1","3","8","13","890","727","606","396","0.65","6.2","0.65","6.2"
"USC00136103","01-23","0.04","0.08","0.20","20.1","89","12","0","0.5","1.0","2.9","176","102","45","8","1","4","8","13","891","733","613","401","0.68","6.5","0.68","6.5"
"USC00136103","01-24","0.04","0.08","0.20","20.1","90","12","0","0.5","1.0","2.9","176","102","46","8","1","4","8","13","893","738","619","404","0.70","6.9","0.70","6.9"
"USC00136103","01-25","0.04","0.08","0.20","20.0","90","11","0","0.5","1.0","2.9","175","101","45","8","1","4","8","13","893","742","624","407","0.73","7.2","0.73","7.2"
"USC00136103","01-26","0.04","0.08","0.20","19.9","90","11","0","0.5","1.0","2.9","175","101","45","8","1","4","8","13","893","745","628","410","0.76","7.6","0.76","7.6"
"USC00136103","01-27","0.04","0.08","0.20","19.9","90","11","0","0.5","1.0","2.8","175","101","45","8","1","4","9","14","893","747","631","411","0.79","8.0","0.79","8.0"
"USC00136103","01-28","0.04","0.08","0.20","19.8","90","11","0","0.5","1.0","2.8","174","100","44","8","1","4","9","14","892","748","633","412","0.82","8.3","0.82","8.3"
"USC00136103","01-29","0.04","0.08","0.20","19.7","90","12","0","0.5","1.0","2.8","173","99","43","8","1","4","9","14","890","748","634","413","0.85","8.7","0.85","8.7"
"USC00136103","01-30","0.04","0.08","0.20","19.6","90","12","0","0.5","1.0","2.7","172","98","43","8","1","4","9","14","888","748","633","412","0.87","9.0","0.87","9.0"
"USC00136103","01-31","0.04","0.08","0.20","19.5","89","12","0","0.5","1.0","2.7","171","97","42","8","2","4","9","14","886","747","632","411","0.90","9.3","0.90","9.3"
"USC00137312","01-01","0.05","0.10","0.26","15.4","82","13","-5555","0.5","1.0","2.6","112","77","26","10","0","2","4","8","585","383","289","108","0.03","0.2","0.03","0.2"
"USC00137312","01-02","0.05","0.10","0.26","15.3","81","12","-5555","0.5","1.0","2.6","111","76","26","9","0","2","4","8","587","382","288","108","0.05","0.4","0.05","0.4"
"USC00137312","01-03","0.05","0.10","0.26","15.1","81","12","-5555","0.5","1.0","2.6","110","75","26","9","0","2","4","8","589","382","286","107","0.08","0.5","0.08","0.5"
"USC00137312","01-04","0.05","0.10","0.26","14.9","80","11","-5555","0.5","1.0","2.6","109","74","25","9","0","2","4","8","591","382","285","107","0.11","0.7","0.11","0.7"
"USC00137312","01-05","0.05","0.10","0.26","14.8","79","11","-5555","0.5","1.0","2.6","108","74","25","9","0","2","4","8","593","382","283","106","0.13","0.9","0.13","0.9"
"USC00137312","01-06","0.05","0.11","0.26","14.6","78","11","-5555","0.5","1.0","2.7","107","73","25","9","0","2","4","8","596","382","281","106","0.15","1.0","0.15","1.0"
"USC00137312","01-07","0.05","0.11","0.26","14.5","77","10","0","0.5","1.0","2.7","106","72","25","8","0","2","4","8","598","382","279","105","0.18","1.2","0.18","1.2"
"USC00137312","01-08","0.05","0.11","0.26","14.4","77","10","0","0.5","1.1","2.7","106","72","25","8","0","2","4","8","601","383","278","104","0.20","1.4","0.20","1.4"
"USC00137312","01-09","0.05","0.11","0.26","14.3","76","10","0","0.5","1.1","2.7","106","72","25","8","0","2","4","8","604","384","276","103","0.23","1.5","0.23","1.5"
"USC00137312","01-10","0.05","0.11","0.26","14.3","76","9","0","0.5","1.1","2.7","105","72","26","8","0","2","4","8","607","385","274","102","0.25","1.7","0.25","1.7"
"USC00137312","01-11","0.05","0.11","0.26","14.3","76","9","0","0.5","1.1","2.8","105","72","26","8","0","2","4","8","610","386","273","101","0.28","1.9","0.28","1.9"
"USC00137312","01-12","0.05","0.11","0.26","14.3","76","9","0","0.5","1.1","2.8","105","72","27","8","0","2","4","8","614","388","272","101","0.30","2.0","0.30","2.0"
"USC00137312","01-13","0.05","0.11","0.26","14.3","77","9","0","0.5","1.1","2.8","105","72","27","8","0","2","4","8","617","390","271","100","0.33","2.2","0.33","2.2"
"USC00137312","01-14","0.05","0.11","0.26","14.4","77","9","0","0.5","1.1","2.8","105","72","27","8","0","2","4","8","621","393","271","99","0.35","2.4","0.35","2.4"
"USC00137312","01-15","0.05","0.11","0.26","14.4","78","9","0","0.5","1.1","2.8","106","73","28","8","0","2","4","8","625","395","271","98","0.38","2.5","0.38","2.5"
"USC00137312","01-16","0.05","0.11","0.26","14.5","78","9","0","0.5","1.1","2.9","106","73","28","8","0","2","4","8","629","398","271","98","0.41","2.7","0.41","2.7"
"USC00137312","01-17","0.05","0.11","0.26","14.6","79","9","0","0.5","1.1","2.9","107","74","28","8","0","2","4","8","633","401","270","97","0.43","2.9","0.43","2.9"
"USC00137312","01-18","0.04","0.11","0.26","14.7","79","9","0","0.5","1.1","2.9","107","75","29","8","0","2","4","8","636","404","270","97","0.46","3.0","0.46","3.0"
"USC00137312","01-19","0.04","0.11","0.26","14.8","80","9","0","0.5","1.0","2.9","108","76","29","9","-5555","2","4","8","640","407","270","97","0.48","3.2","0.48","3.2"
"USC00137312","01-20","0.04","0.11","0.26","15.0","81","10","0","0.5","1.0","2.9","110","77","29","9","-5555","2","4","8","644","411","270","97","0.51","3.4","0.51","3.4"
"USC00137312","01-21","0.05","0.11","0.25","15.1","82","10","0","0.5","1.0","2.8","111","78","30","9","-5555","2","4","8","647","414","270","97","0.53","3.6","0.53","3.6"
"USC00137312","01-22","0.05","0.11","0.25","15.3","83","10","0","0.5","1.0","2.8","112","79","30","9","-5555","2","4","8","651","417","270","98","0.56","3.8","0.56","3.8"
"USC00137312","01-23","0.05","0.11","0.25","15.4","84","10","0","0.5","1.0","2.8","114","80","30","9","-5555","2","4","8","654","420","271","99","0.58","4.0","0.58","4.0"
"USC00137312","01-24","0.05","0.11","0.25","15.6","85","10","0","0.5","1.0","2.8","115","81","30","9","-5555","2","4","8","657","423","272","100","0.61","4.2","0.61","4.2"
"USC00137312","01-25","0.05","0.11","0.24","15.7","85","10","0","0.5","1.0","2.8","116","82","30","9","-5555","2","4","8","660","426","272","101","0.63","4.5","0.63","4.5"
"USC00137312","01-26","0.05","0.11","0.24","15.9","86","10","0","0.5","1.0","2.8","117","83","30","9","-5555","2","4","8","661","428","273","102","0.66","4.7","0.66","4.7"
"USC00137312","01-27","0.05","0.11","0.24","16.0","87","10","0","0.5","1.0","2.8","118","84","30","9","-5555","2","4","8","662","430","273","104","0.69","4.9","0.69","4.9"
"USC00137312","01-28","0.05","0.11","0.24","16.1","87","10","0","0.5","1.1","2.7","118","85","30","9","-5555","2","4","8","663","431","274","105","0.71","5.1","0.71","5.1"
"USC00137312","01-29","0.05","0.11","0.23","16.2","88","10","0","0.5","1.1","2.7","119","85","30","9","-5555","2","4","8","663","432","274","106","0.74","5.4","0.74","5.4"
"USC00137312","01-30","0.05","0.11","0.23","16.3","88","10","0","0.5","1.1","2.7","119","86","30","9","-5555","2","4","8","662","433","274","107","0.76","5.6","0.76","5.6"
"USC00137312","01-31","0.05","0.11","0.23","16.4","89","10","0","0.5","1.1","2.7","119","86","30","9","-5555","2","4","8","660","433","274","108","0.79","5.8","0.79","5.8"
"USW00054902","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.04",,"0.04",
"USW00054902","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.08",,"0.08",
"USW00054902","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.12",,"0.12",
"USW00054902","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.16",,"0.16",
