time_open,time_close,open,high,low,close,volume,market_cap
2022-05-03T00:00:00Z,2022-05-03T23:59:59Z,38573.791789218056,38738.39543015198,37649.06350398371,37773.42093986517,24577698105,718824876424
2022-05-04T00:00:00Z,2022-05-04T07:29:00Z,37767.83919665227,38434.01888646127,37752.25200704086,38434.01888646127,24453738032,731408987914
